Animal_Id,Intake_Type,Intake_Subtype,Reason,Intake_Date,Intake_Condition,Hold_Request
A1140159,STRAY,AT LARGE,OTHER,02/08/2022 12:00:00 AM,APP SICK,EMERGENCY RESCUE
A1140160,STRAY,WEB,N/A,02/03/2022 12:00:00 AM,NORMAL,N/A
A1140161,STRAY,AT LARGE,OTHRINTAKS,02/08/2022 12:00:00 AM,APP WNL,N/A
A1140161,STRAY,AT LARGE,OTHRINTAKS,02/14/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140162,OWNER SURRENDER,APPOINT,MEDICAL,02/08/2022 12:00:00 AM,APP WNL,RTP
A1140163,CONFISCATED,QUARANTINE,OTHRINTAKS,02/08/2022 12:00:00 AM,APP WNL,QUARANTINE
A1140164,OWNER SURRENDER,APPOINT,HOUSING,02/08/2022 12:00:00 AM,APP WNL,RTP
A1140165,OWNER SURRENDER,APPOINT,HOUSING,02/08/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140166,STRAY,AT LARGE,OTHRINTAKS,02/08/2022 12:00:00 AM,APP INJ,N/A
A1140167,STRAY,AT LARGE,OTHER,02/08/2022 12:00:00 AM,APP INJ,RESCU ONLY
A1140168,STRAY,AT LARGE,OTHRINTAKS,02/08/2022 12:00:00 AM,APP INJ,ADOP RESCU
A1140168,FOSTER,FOR ADOPT,OTHER,03/29/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140170,FOSTER,FOR ADOPT,OTHRINTAKS,03/13/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140170,STRAY,CONFINED,OTHRINTAKS,02/08/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140171,STRAY,CONFINED,OTHRINTAKS,02/08/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140171,FOSTER,FOR ADOPT,OTHRINTAKS,03/13/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140172,FOSTER,FOR ADOPT,OTHRINTAKS,03/13/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140172,STRAY,CONFINED,OTHRINTAKS,02/08/2022 12:00:00 AM,APP WNL,RESC FOSTR
A1140173,STRAY,CONFINED,OTHRINTAKS,02/08/2022 12:00:00 AM,APP WNL,NEONATE
A1140173,FOSTER,FOR ADOPT,OTHRINTAKS,03/13/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140174,STRAY,AT LARGE,OTHRINTAKS,02/08/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140175,STRAY,AT LARGE,OTHRINTAKS,02/08/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140176,STRAY,AT LARGE,OTHRINTAKS,02/08/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140176,OWNER SURRENDER,WALK IN,NOTRIGHTFT,02/09/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140177,STRAY,AT LARGE,OTHRINTAKS,02/08/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140178,STRAY,AT LARGE,OTHRINTAKS,02/08/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140178,STRAY,CONFINED,OTHRINTAKS,05/13/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140179,STRAY,AT LARGE,OTHRINTAKS,05/12/2022 12:00:00 AM,APP INJ,ADOP RESCU
A1140179,STRAY,AT LARGE,OTHRINTAKS,02/08/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140180,STRAY,AT LARGE,OTHRINTAKS,02/08/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140181,STRAY,AT LARGE,OTHRINTAKS,02/08/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140181,STRAY,AT LARGE,OTHRINTAKS,05/20/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140182,STRAY,AT LARGE,OTHRINTAKS,02/08/2022 12:00:00 AM,APP WNL,N/A
A1140183,STRAY,AT LARGE,OTHRINTAKS,02/08/2022 12:00:00 AM,APP WNL,N/A
A1140184,STRAY,AT LARGE,OTHRINTAKS,02/08/2022 12:00:00 AM,APP WNL,N/A
A1140185,STRAY,CONFINED,OTHRINTAKS,02/08/2022 12:00:00 AM,APP WNL,SNR
A1140185,STRAY,CONFINED,OTHRINTAKS,05/25/2022 12:00:00 AM,CRITICAL,RESCU ONLY
A1140186,STRAY,AT LARGE,OTHRINTAKS,02/08/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140187,STRAY,AT LARGE,OTHER,02/08/2022 12:00:00 AM,CRITICAL,N/A
A1140188,STRAY,AT LARGE,OTHRINTAKS,02/08/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140189,STRAY,WEB,N/A,02/07/2022 12:00:00 AM,NORMAL,N/A
A1140190,STRAY,WEB,N/A,02/01/2022 12:00:00 AM,NORMAL,N/A
A1140191,STRAY,WEB,N/A,02/01/2022 12:00:00 AM,NORMAL,N/A
A1140192,STRAY,WEB,N/A,02/02/2022 12:00:00 AM,NORMAL,N/A
A1140194,STRAY,CONFINED,OTHRINTAKS,02/08/2022 12:00:00 AM,APP INJ,N/A
A1140195,STRAY,WEB,N/A,02/04/2022 12:00:00 AM,NORMAL,N/A
A1140196,STRAY,WEB,N/A,02/08/2022 12:00:00 AM,NORMAL,N/A
A1140197,STRAY,AT LARGE,OTHRINTAKS,02/08/2022 12:00:00 AM,UNDERAGE,N/A
A1140200,STRAY,AT LARGE,OTHRINTAKS,02/08/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140200,STRAY,AT LARGE,OTHRINTAKS,02/25/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140201,TRANSFER,STRAY,OTHRINTAKS,02/08/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140203,STRAY,CONFINED,OTHRINTAKS,02/08/2022 12:00:00 AM,APP WNL,RESCU ONLY
A1140207,STRAY,AT LARGE,OTHRINTAKS,02/08/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140208,STRAY,AT LARGE,OTHRINTAKS,02/08/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140209,STRAY,CONFINED,OTHRINTAKS,02/08/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140210,STRAY,CONFINED,OTHRINTAKS,02/08/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140211,STRAY,CONFINED,OTHRINTAKS,02/08/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140213,STRAY,WEB,N/A,02/08/2022 12:00:00 AM,NORMAL,N/A
A1140220,STRAY,AT LARGE,OTHER,02/08/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140225,STRAY,AT LARGE,OTHRINTAKS,02/08/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140231,OWNER SURRENDER,URGENT,BEHAVIOR,02/08/2022 12:00:00 AM,APP INJ,EUTH
A1140232,OWNER SURRENDER,QUARANTINE,FINANCIAL,02/08/2022 12:00:00 AM,APP WNL,EVAL
A1140234,STRAY,AT LARGE,OTHRINTAKS,02/08/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140234,STRAY,CONFINED,OTHRINTAKS,03/01/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140234,OWNER SURRENDER,WALK IN,BEHAVIOR,03/19/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140234,OWNER SURRENDER,WALK IN,NOTRIGHTFT,03/22/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140237,STRAY,WEB,N/A,02/08/2022 12:00:00 AM,NORMAL,N/A
A1140238,STRAY,CONFINED,OTHRINTAKS,02/08/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140240,STRAY,AT LARGE,OTHRINTAKS,02/08/2022 12:00:00 AM,APP WNL,N/A
A1140242,STRAY,CONFINED,OTHRINTAKS,02/08/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140243,STRAY,AT LARGE,OTHRINTAKS,02/08/2022 12:00:00 AM,APP INJ,EMERGENCY RESCUE
A1140246,STRAY,WEB,N/A,02/07/2022 12:00:00 AM,NORMAL,N/A
A1140247,STRAY,WEB,N/A,02/07/2022 12:00:00 AM,NORMAL,N/A
A1140248,STRAY,WEB,N/A,02/08/2022 12:00:00 AM,NORMAL,N/A
A1140255,OWNER SURRENDER,URGENT,OTHRINTAKS,02/08/2022 12:00:00 AM,APP SICK,RESCU ONLY
A1140256,STRAY,CONFINED,OTHRINTAKS,02/09/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140256,TREATMENT,HEART WORM,OTHRINTAKS,04/19/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140256,TREATMENT,HEART WORM,OTHRINTAKS,06/03/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140257,STRAY,CONFINED,OTHRINTAKS,02/09/2022 12:00:00 AM,APP INJ,RESCU ONLY
A1140258,STRAY,AT LARGE,OTHRINTAKS,02/09/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140259,STRAY,WEB,N/A,02/07/2022 12:00:00 AM,NORMAL,N/A
A1140260,STRAY,WEB,N/A,02/08/2022 12:00:00 AM,NORMAL,N/A
A1140262,STRAY,CONFINED,OTHER,02/09/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140263,STRAY,AT LARGE,OTHRINTAKS,02/09/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140265,STRAY,CONFINED,OTHRINTAKS,02/09/2022 12:00:00 AM,APP INJ,ADOP RESCU
A1140266,STRAY,WEB,N/A,02/08/2022 12:00:00 AM,NORMAL,N/A
A1140272,STRAY,AT LARGE,OTHRINTAKS,02/09/2022 12:00:00 AM,APP WNL,N/A
A1140272,STRAY,AT LARGE,OTHRINTAKS,04/26/2022 12:00:00 AM,APP WNL,N/A
A1140273,STRAY,AT LARGE,OTHRINTAKS,02/09/2022 12:00:00 AM,APP WNL,N/A
A1140274,STRAY,AT LARGE,OTHRINTAKS,02/09/2022 12:00:00 AM,APP WNL,N/A
A1140275,STRAY,WEB,N/A,02/08/2022 12:00:00 AM,NORMAL,N/A
A1140276,STRAY,AT LARGE,OTHRINTAKS,02/09/2022 12:00:00 AM,APP WNL,N/A
A1140281,STRAY,AT LARGE,OTHRINTAKS,02/09/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140283,STRAY,AT LARGE,OTHRINTAKS,03/31/2022 12:00:00 AM,APP WNL,EUTH
A1140284,STRAY,AT LARGE,OTHRINTAKS,02/09/2022 12:00:00 AM,APP WNL,N/A
A1140285,STRAY,AT LARGE,OTHRINTAKS,02/09/2022 12:00:00 AM,APP WNL,N/A
A1140286,OWNER SURRENDER,APPOINT,BEHAVIOR,02/09/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140286,STRAY,CONFINED,OTHRINTAKS,03/22/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140287,OWNER SURRENDER,APPOINT,HOUSING,02/25/2022 12:00:00 AM,APP WNL,RESCU ONLY
A1140287,OWNER SURRENDER,APPOINT,PERSNLISSU,02/09/2022 12:00:00 AM,APP WNL,RESCU ONLY
A1140288,STRAY,CONFINED,OTHRINTAKS,02/09/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140289,STRAY,AT LARGE,OTHRINTAKS,02/09/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140289,FOSTER,RETURN,OTHRINTAKS,02/15/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140290,KEEPSAFE,OWN ARREST,OTHRINTAKS,02/09/2022 12:00:00 AM,APP WNL,N/A
A1140291,STRAY,AT LARGE,OTHRINTAKS,02/09/2022 12:00:00 AM,APP INJ,RESCU ONLY
A1140292,STRAY,CONFINED,OTHRINTAKS,02/09/2022 12:00:00 AM,APP SICK,N/A
A1140293,TRANSFER,STRAY,OTHRINTAKS,02/09/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140294,TRANSFER,STRAY,OTHRINTAKS,02/09/2022 12:00:00 AM,APP WNL,RESCU ONLY
A1140297,STRAY,AT LARGE,OTHER,02/09/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140298,STRAY,CONFINED,OTHRINTAKS,02/09/2022 12:00:00 AM,APP INJ,N/A
A1140302,STRAY,AT LARGE,OTHER,02/09/2022 12:00:00 AM,APP WNL,RESCU ONLY
A1140303,STRAY,AT LARGE,OTHER,02/09/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140306,STRAY,AT LARGE,OTHER,02/09/2022 12:00:00 AM,APP SICK,RESCU ONLY
A1140308,STRAY,WEB,N/A,02/07/2022 12:00:00 AM,NORMAL,N/A
A1140309,STRAY,WEB,N/A,02/06/2022 12:00:00 AM,NORMAL,N/A
A1140310,STRAY,CONFINED,OTHRINTAKS,02/09/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140313,STRAY,AT LARGE,OTHRINTAKS,02/09/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140314,OWNER SURRENDER,URGENT,OTHER,02/09/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140315,KEEPSAFE,OWN ARREST,OTHRINTAKS,02/09/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140315,OWNER SURRENDER,APPOINT,HOUSING,06/17/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140320,STRAY,WEB,N/A,02/08/2022 12:00:00 AM,NORMAL,N/A
A1140321,STRAY,WEB,N/A,02/09/2022 12:00:00 AM,NORMAL,N/A
A1140322,STRAY,WEB,N/A,02/06/2022 12:00:00 AM,NORMAL,N/A
A1140323,STRAY,AT LARGE,OTHRINTAKS,02/09/2022 12:00:00 AM,APP SICK,ADOP RESCU
A1140324,STRAY,AT LARGE,OTHRINTAKS,02/09/2022 12:00:00 AM,APP SICK,NEONATE
A1140325,STRAY,WEB,N/A,02/03/2022 12:00:00 AM,NORMAL,N/A
A1140326,STRAY,WEB,N/A,02/03/2022 12:00:00 AM,NORMAL,N/A
A1140327,STRAY,WEB,N/A,02/08/2022 12:00:00 AM,NORMAL,N/A
A1140328,STRAY,WEB,N/A,02/08/2022 12:00:00 AM,NORMAL,N/A
A1140329,STRAY,AT LARGE,OTHRINTAKS,02/09/2022 12:00:00 AM,APP SICK,ADOP RESCU
A1140330,STRAY,AT LARGE,OTHRINTAKS,02/09/2022 12:00:00 AM,APP SICK,ADOP RESCU
A1140331,STRAY,AT LARGE,OTHRINTAKS,02/09/2022 12:00:00 AM,APP SICK,ADOP RESCU
A1140335,STRAY,AT LARGE,OTHRINTAKS,02/09/2022 12:00:00 AM,APP WNL,N/A
A1140336,STRAY,AT LARGE,OTHRINTAKS,02/09/2022 12:00:00 AM,APP WNL,N/A
A1140337,STRAY,AT LARGE,OTHRINTAKS,02/09/2022 12:00:00 AM,APP WNL,N/A
A1140338,STRAY,AT LARGE,OTHRINTAKS,02/09/2022 12:00:00 AM,APP WNL,N/A
A1140339,STRAY,TRAP,OTHRINTAKS,02/09/2022 12:00:00 AM,APP WNL,SNR
A1140340,STRAY,TRAP,OTHRINTAKS,02/09/2022 12:00:00 AM,APP WNL,SNR
A1140342,STRAY,AT LARGE,OTHRINTAKS,02/09/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140343,STRAY,WEB,N/A,02/08/2022 12:00:00 AM,NORMAL,N/A
A1140344,STRAY,CONFINED,MEDICAL,02/09/2022 12:00:00 AM,APP INJ,N/A
A1140345,STRAY,CONFINED,OTHRINTAKS,02/09/2022 12:00:00 AM,APP SICK,RESC FOSTR
A1140346,STRAY,WEB,N/A,02/09/2022 12:00:00 AM,NORMAL,N/A
A1140348,STRAY,WEB,N/A,02/09/2022 12:00:00 AM,NORMAL,N/A
A1140350,STRAY,AT LARGE,OTHRINTAKS,02/10/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140351,STRAY,AT LARGE,OTHRINTAKS,02/10/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140352,STRAY,AT LARGE,OTHRINTAKS,02/10/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140354,STRAY,AT LARGE,OTHRINTAKS,02/10/2022 12:00:00 AM,APP WNL,N/A
A1140358,CONFISCATED,QUARANTINE,OTHRINTAKS,02/10/2022 12:00:00 AM,APP WNL,RABIES SPECIMEN
A1140361,STRAY,AT LARGE,OTHRINTAKS,02/10/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140361,TREATMENT,HEART WORM,OTHER,06/12/2022 12:00:00 AM,APP WNL,N/A
A1140361,TREATMENT,HEART WORM,OTHER,05/03/2022 12:00:00 AM,APP WNL,N/A
A1140361,TREATMENT,HEART WORM,OTHRINTAKS,04/03/2022 12:00:00 AM,APP WNL,N/A
A1140362,CONFISCATED,QUARANTINE,OTHRINTAKS,02/10/2022 12:00:00 AM,APP WNL,RABIES SPECIMEN
A1140363,STRAY,AT LARGE,OTHRINTAKS,02/10/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140367,STRAY,WEB,N/A,02/09/2022 12:00:00 AM,NORMAL,N/A
A1140368,OWNER SURRENDER,APPOINT,OTHER,02/10/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140369,OWNER SURRENDER,APPOINT,OTHER,02/10/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140370,OWNER SURRENDER,APPOINT,OTHER,02/10/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140374,OWNER SURRENDER,APPOINT,PERSNLISSU,02/10/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140375,OWNER SURRENDER,APPOINT,PERSNLISSU,02/10/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140376,OWNER SURRENDER,APPOINT,PERSNLISSU,02/10/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140378,OWNER SURRENDER,APPOINT,PERSNLISSU,02/10/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140379,OWNER SURRENDER,APPOINT,PERSNLISSU,02/10/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140380,OWNER SURRENDER,APPOINT,PERSNLISSU,02/10/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140382,STRAY,WEB,N/A,02/05/2022 12:00:00 AM,NORMAL,N/A
A1140388,STRAY,AT LARGE,OTHRINTAKS,02/10/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140388,FOSTER,RETURN,OTHRINTAKS,02/25/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140388,OWNER SURRENDER,URGENT,PERSNLISSU,02/19/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140389,STRAY,CONFINED,OTHRINTAKS,02/10/2022 12:00:00 AM,APP INJ,RESCU ONLY
A1140390,CONFISCATED,SAC,OTHRINTAKS,02/10/2022 12:00:00 AM,APP SICK,ADOP RESCU
A1140391,CONFISCATED,SAC,OTHRINTAKS,02/10/2022 12:00:00 AM,APP SICK,ADOP RESCU
A1140392,OWNER SURRENDER,URGENT,MEDICAL,02/10/2022 12:00:00 AM,APP SICK,N/A
A1140393,STRAY,WEB,N/A,02/10/2022 12:00:00 AM,NORMAL,N/A
A1140397,STRAY,WEB,N/A,02/09/2022 12:00:00 AM,NORMAL,N/A
A1140398,CONFISCATED,QUARANTINE,OTHRINTAKS,02/10/2022 12:00:00 AM,APP WNL,QUARANTINE
A1140400,CONFISCATED,QUARANTINE,OTHRINTAKS,02/10/2022 12:00:00 AM,APP WNL,QUARANTINE
A1140401,STRAY,CONFINED,OTHRINTAKS,02/10/2022 12:00:00 AM,APP SICK,ADOP RESCU
A1140402,STRAY,AT LARGE,OTHRINTAKS,02/10/2022 12:00:00 AM,APP WNL,N/A
A1140403,STRAY,AT LARGE,OTHRINTAKS,02/10/2022 12:00:00 AM,APP WNL,N/A
A1140404,STRAY,CONFINED,OTHRINTAKS,02/10/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140406,STRAY,CONFINED,OTHRINTAKS,02/10/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140406,CONFISCATED,QUARANTINE,OTHRINTAKS,03/25/2022 12:00:00 AM,APP WNL,QUARANTINE
A1140407,OWNER SURRENDER,URGENT,MEDICAL,02/10/2022 12:00:00 AM,CRITICAL,N/A
A1140408,OWNER SURRENDER,URGENT,HOUSING,02/10/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140409,OWNER SURRENDER,QUARANTINE,BEHAVIOR,02/10/2022 12:00:00 AM,APP WNL,RABIES SPECIMEN
A1140410,OWNER SURRENDER,URGENT,HOUSING,02/10/2022 12:00:00 AM,UNDERAGE,ADOP RESCU
A1140410,TREATMENT,ILLNESS,OTHER,03/08/2022 12:00:00 AM,APP WNL,N/A
A1140410,FOSTER,RETURN,OTHRINTAKS,02/20/2022 12:00:00 AM,UNDERAGE,ADOP RESCU
A1140410,FOSTER,RETURN,OTHER,03/03/2022 12:00:00 AM,UNDERAGE,ADOP RESCU
A1140410,FOSTER,FOR ADOPT,OTHER,03/29/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140411,FOSTER,FOR ADOPT,OTHER,03/29/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140411,FOSTER,RETURN,OTHER,03/03/2022 12:00:00 AM,UNDERAGE,ADOP RESCU
A1140411,FOSTER,RETURN,OTHRINTAKS,02/20/2022 12:00:00 AM,UNDERAGE,ADOP RESCU
A1140411,TREATMENT,ILLNESS,OTHER,03/08/2022 12:00:00 AM,APP WNL,N/A
A1140411,OWNER SURRENDER,URGENT,HOUSING,02/10/2022 12:00:00 AM,UNDERAGE,ADOP RESCU
A1140412,STRAY,AT LARGE,OTHRINTAKS,02/10/2022 12:00:00 AM,APP INJ,EUTH
A1140413,STRAY,AT LARGE,OTHRINTAKS,02/10/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140414,STRAY,WEB,N/A,02/01/2022 12:00:00 AM,NORMAL,N/A
A1140415,STRAY,CONFINED,OTHRINTAKS,02/10/2022 12:00:00 AM,APP WNL,RESCU ONLY
A1140417,STRAY,CONFINED,OTHRINTAKS,02/10/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140418,STRAY,AT LARGE,OTHRINTAKS,02/10/2022 12:00:00 AM,APP INJ,ADOP RESCU
A1140419,STRAY,CONFINED,OTHRINTAKS,02/10/2022 12:00:00 AM,APP INJ,ADOP RESCU
A1140421,STRAY,WEB,N/A,02/09/2022 12:00:00 AM,NORMAL,N/A
A1140424,CONFISCATED,QUARANTINE,OTHRINTAKS,02/10/2022 12:00:00 AM,APP WNL,QUARANTINE
A1140425,STRAY,AT LARGE,OTHER,02/11/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140427,STRAY,CONFINED,OTHER,02/11/2022 12:00:00 AM,APP SICK,ADOP RESCU
A1140427,TREATMENT,FOLLOWUP,OTHER,03/10/2022 12:00:00 AM,APP WNL,RESC FOSTR
A1140427,TREATMENT,FOLLOWUP,OTHER,04/09/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140427,TREATMENT,FOLLOWUP,OTHER,04/23/2022 12:00:00 AM,APP WNL,N/A
A1140427,TREATMENT,SPAY/NEUT,OTHER,06/09/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140427,TREATMENT,FOLLOWUP,OTHER,05/28/2022 12:00:00 AM,APP WNL,N/A
A1140427,FOSTER,FOR ADOPT,OTHER,07/23/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140430,STRAY,CONFINED,OTHRINTAKS,02/11/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140431,STRAY,CONFINED,OTHRINTAKS,02/11/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140431,STRAY,AT LARGE,OTHRINTAKS,04/06/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140431,OWNER SURRENDER,APPOINT,NOTRIGHTFT,02/22/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140433,CONFISCATED,QUARANTINE,OTHRINTAKS,02/11/2022 12:00:00 AM,APP WNL,QUARANTINE
A1140434,STRAY,AT LARGE,OTHRINTAKS,02/11/2022 12:00:00 AM,APP WNL,N/A
A1140436,STRAY,CONFINED,OTHRINTAKS,02/11/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140437,STRAY,CONFINED,OTHRINTAKS,02/11/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140438,OWNER SURRENDER,APPOINT,OTHRINTAKS,02/11/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140440,OWNER SURRENDER,APPOINT,OTHRINTAKS,02/11/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140441,OWNER SURRENDER,APPOINT,OTHRINTAKS,02/11/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140443,OWNER SURRENDER,APPOINT,OTHRINTAKS,02/11/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140444,OWNER SURRENDER,URGENT,BEHAVIOR,02/11/2022 12:00:00 AM,APP WNL,RESCU ONLY
A1140447,CONFISCATED,QUARANTINE,OTHRINTAKS,02/11/2022 12:00:00 AM,APP WNL,RABIES SPECIMEN
A1140448,STRAY,CONFINED,OTHRINTAKS,02/11/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140449,STRAY,AT LARGE,OTHRINTAKS,02/11/2022 12:00:00 AM,APP WNL,N/A
A1140451,STRAY,CONFINED,OTHRINTAKS,02/11/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140453,STRAY,AT LARGE,MEDICAL,02/11/2022 12:00:00 AM,APP SICK,RESCU ONLY
A1140455,OWNER SURRENDER,APPOINT,BEHAVIOR,02/11/2022 12:00:00 AM,APP WNL,EUTH
A1140456,STRAY,WEB,N/A,02/09/2022 12:00:00 AM,NORMAL,N/A
A1140458,STRAY,AT LARGE,OTHRINTAKS,02/11/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140459,OWNER SURRENDER,APPOINT,FINANCIAL,02/11/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140459,FOSTER,RETURN,OTHRINTAKS,02/27/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140460,FOSTER,FOR ADOPT,OTHRINTAKS,03/11/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140460,OWNER SURRENDER,APPOINT,FINANCIAL,02/11/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140461,OWNER SURRENDER,APPOINT,FINANCIAL,02/11/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140461,FOSTER,FOR ADOPT,OTHRINTAKS,03/11/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140462,FOSTER,FOR ADOPT,OTHRINTAKS,03/11/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140462,OWNER SURRENDER,APPOINT,FINANCIAL,02/11/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140464,STRAY,AT LARGE,OTHRINTAKS,02/11/2022 12:00:00 AM,APP INJ,ADOP RESCU
A1140465,STRAY,CONFINED,OTHRINTAKS,02/11/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140466,STRAY,AT LARGE,OTHRINTAKS,02/11/2022 12:00:00 AM,APP WNL,RESCU ONLY
A1140466,STRAY,CONFINED,OTHRINTAKS,03/11/2022 12:00:00 AM,APP WNL,RESCU ONLY
A1140468,STRAY,WEB,N/A,02/09/2022 12:00:00 AM,NORMAL,N/A
A1140469,STRAY,WEB,N/A,02/11/2022 12:00:00 AM,NORMAL,N/A
A1140470,STRAY,WEB,N/A,02/09/2022 12:00:00 AM,NORMAL,N/A
A1140471,STRAY,WEB,N/A,02/05/2022 12:00:00 AM,NORMAL,N/A
A1140472,STRAY,WEB,N/A,02/11/2022 12:00:00 AM,NORMAL,N/A
A1140473,STRAY,CONFINED,OTHRINTAKS,02/11/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1140474,STRAY,AT LARGE,OTHRINTAKS,02/11/2022 12:00:00 AM,APP WNL,ADOP RESCU
